"Name","ipfsUrl","Accessories","Artifacts","Background","Body","Coins","Expression","Eyes","Hieroglyphs","Keyword","Mouth"
"Chia Friends #2701","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2701.png",,,"Lilac","Starling","Hourglass",,"Blue",,,"Beak (Long)"
"Chia Friends #2702","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2702.png",,"Fireball (Yellow)","Seashell & Gradient","Cactus (Green)",,"Squint (Green)","Green",,,"Ooo (Green)"
"Chia Friends #2703","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2703.png","Verdant",,"Mint & Watercolor","Parakeet (Yellow)",,,"Blue",,,"Beak (Small)"
"Chia Friends #2704","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2704.png",,,"Owl","Cactus (Red)",,"Wide Eyes","3D Glasses",,,"Frown (Tan)"
"Chia Friends #2705","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2705.png",,,"Mint & Watercolor","Starling",,,"Cyborg",,,"Beak (Long)"
"Chia Friends #2706","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2706.png",,"Keyword Token","Jellyfish","Cactus (Red)",,"Squint (Purple)","Purple",,"Viper","Happy (Tan)"
"Chia Friends #2707","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2707.png",,"Yoyo","Green Lasers","K32 (Jade)",,,"Seer (Jade)","2",,"Stoic"
"Chia Friends #2708","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2708.png",,"Fireball (Green)","Fern & Watercolor","Parakeet (Green)",,,"Cyborg",,,"Beak (Small)"
"Chia Friends #2709","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2709.png",,"Fireball (Yellow)","Sand","K32 (Steel)",,,"Green","4",,"Happy (Steel)"
"Chia Friends #271","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/271.png",,,"Jellyfish","Parakeet (Green)",,,"Cyborg",,,"Beak (Small)"
"Chia Friends #2710","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2710.png",,,"Tundra","Cactus (Purple)",,"Wide Eyes","Orange",,,"Ooo (Purple)"
"Chia Friends #2711","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2711.png",,"Emerald","Dolphin","Starling",,,"Purple",,,"Beak (Long)"
"Chia Friends #2712","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2712.png",,"Fireball (Yellow)","Fern","Cactus (Green)",,"Wide Eyes","Blue",,,"Frown (Green)"
"Chia Friends #2713","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2713.png",,,"Banana","Seal",,,"Purple",,,"Snout (Small)"
"Chia Friends #2714","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2714.png",,"Emerald","quexington","K32 (Steel)",,,"Closed","2",,"Jagged (Steel)"
"Chia Friends #2715","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2715.png",,"Emerald","Seashell & Sparkle","Marmot (Brown)",,"Wide Eyes","Blue",,,"Snout (Tooth)"
"Chia Friends #2716","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2716.png",,,"Seashell","K32 (Steel)",,,"Yellow","2",,"Smile (Steel)"
"Chia Friends #2717","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2717.png",,"Fish","Lilac & Gradient","Broccoli (Green)",,,"3D Glasses",,,"Carne (Green)"
"Chia Friends #2718","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2718.png",,"Ruby","Flax","Marmot (Brown)",,,"Rainbow",,,"Snout (Eating)"
"Chia Friends #2719","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2719.png",,,"Cranberry & Shimmer","Broccoli (Green)",,"Wide Eyes","Laser Visor",,,"Ooo (Green)"
"Chia Friends #272","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/272.png",,,"Mint & Watercolor","Broccoli (Purple)",,,"Purple",,,"Ooo (Purple)"
"Chia Friends #2720","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2720.png",,,"Yak & Gradient","Cucumber",,"Squint (Green)","Orange",,,"Happy (Green)"
"Chia Friends #2721","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2721.png",,"Ruby","Squash","Starling",,,"Cyborg",,,"Beak (Long)"
"Chia Friends #2722","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2722.png",,"Ruby","Worm","Marmot (Gray)",,,"Laser Visor",,,"Snout (Eating)"
"Chia Friends #2723","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2723.png",,,"Sand & Watercolor","Parakeet (Yellow)",,,"Cyborg",,,"Beak (Small)"
"Chia Friends #2724","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2724.png","Mohawk (Blue)",,"Caribbean","Starling",,,"3D Glasses",,,"Beak (Long)"
"Chia Friends #2725","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2725.png",,,"Monster","Parakeet (Yellow)",,,"Cyborg",,,"Beak (Small)"
"Chia Friends #2726","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2726.png",,,"Grid","Parakeet (Green)",,,"Cyborg",,,"Beak (Small)"
"Chia Friends #2727","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2727.png","Flower (Yellow)",,"Fern","Broccoli (Green)",,"Wide Eyes","Enlightened",,,"Carne (Green)"
"Chia Friends #2728","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2728.png",,,"Nighttime","K32 (Steel)",,,"Closed","4",,"Jagged (Steel)"
"Chia Friends #2729","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2729.png",,,"Yak","K32 (Steel)","Eye",,"Closed","3",,"Smile (Steel)"
"Chia Friends #273","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/273.png",,,"Squash","Parakeet (Green)",,,"Blue",,,"Beak (Small)"
"Chia Friends #2730","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2730.png",,,"Slate & Shimmer","Marmot (Red)",,,"3D Glasses",,,"Snout (Hungry)"
"Chia Friends #2731","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2731.png",,,"Monster","Starling","Crescent",,"Red",,,"Beak (Long)"
"Chia Friends #2732","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2732.png",,,"Squash & Watercolor","K32 (Steel)",,,"Closed","2",,"Jagged (Steel)"
"Chia Friends #2733","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2733.png",,,"Squash","Broccoli (Green)",,,"Laser Visor",,,"Ooo (Green)"
"Chia Friends #2734","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2734.png",,,"Caribbean & Sparkle","K32 (Steel)","Hamburger",,"Green","2",,"Smile (Steel)"
"Chia Friends #2735","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2735.png",,,"Dolphin & Gradient","Marmot (Brown)",,"Wide Eyes","Green",,,"Snout (Drool)"
"Chia Friends #2736","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2736.png",,"Fireball (Yellow)","Watermellon","Seal",,,"Orange",,,"Snout (Drool)"
"Chia Friends #2737","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2737.png",,,"Squash & Gradient","Starling",,,"Zombie",,,"Beak (Long)"
"Chia Friends #2738","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2738.png","Bow (Purple)",,"Cranberry & Gradient","Parakeet (Yellow)",,,"Purple",,,"Beak (Small)"
"Chia Friends #2739","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2739.png",,,"Opaa & Sparkle","Starling",,,"Rainbow",,,"Beak (Long)"
"Chia Friends #274","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/274.png",,,"Thistle","Marmot (Green)",,"Wide Eyes","Cyborg",,,"Snout (Tooth)"
"Chia Friends #2740","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2740.png",,"Emerald","Ice","Cactus (Albino)",,,"3D Glasses",,,"Ooo (Tan)"
"Chia Friends #2741","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2741.png",,,"Grid & Shimmer","Parakeet (Green)",,,"Zombie",,,"Beak (Small)"
"Chia Friends #2742","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2742.png",,,"Seashell & Watercolor","Marmot (Brown)",,"Wide Eyes","Orange",,,"Snout (Sullen)"
"Chia Friends #2743","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2743.png",,,"Owl & Gradient","Marmot (Blue)",,,"Vipers",,,"Snout (Drool)"
"Chia Friends #2744","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2744.png",,"Emerald","Thistle","Parakeet (Yellow)",,,"Laser Visor",,,"Beak (Small)"
"Chia Friends #2745","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2745.png",,,"Caribbean & Gradient","Seal",,,"Laser Visor",,,"Snout (Small)"
"Chia Friends #2746","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2746.png",,,"quexington","Marmot (Brown)",,,"Shades",,,"Snout (Hungry)"
"Chia Friends #2747","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2747.png",,,"Jellyfish & Shimmer","Parakeet (Yellow)",,,"Laser Visor",,,"Beak (Small)"
"Chia Friends #2748","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2748.png",,"Fireball (Blue)","Green Lasers & Gradient","K32 (Jade)",,,"Seer (Jade)","3",,"Stoic"
"Chia Friends #2749","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2749.png",,,"Watermellon","K32 (Steel)",,,"Closed","2",,"Jagged (Steel)"
"Chia Friends #275","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/275.png",,,"Jellyfish","Cauliflower",,"Wide Eyes","Green",,,"Smile (Tan)"
"Chia Friends #2750","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2750.png",,,"Jellyfish","Marmot (Brown)",,,"Cyborg",,,"Snout (Drool)"
"Chia Friends #2751","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2751.png",,,"Watermellon","Marmot (Brown)","Circle",,"Shades",,,"Snout (Hungry)"
"Chia Friends #2752","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2752.png","Mohawk (Red)",,"Flax & Glimmer","Starling",,,"Laser Visor",,,"Beak (Long)"
"Chia Friends #2753","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2753.png",,,"Gold Fish","Starling",,,"Shades",,,"Beak (Long)"
"Chia Friends #2754","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2754.png",,,"Caribbean & Sparkle","K32 (Steel)",,,"Yellow","4",,"Jagged (Steel)"
"Chia Friends #2755","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2755.png",,,"Yak","Cactus (Albino)",,"Wide Eyes","Orange",,,"Ooo (Tan)"
"Chia Friends #2756","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2756.png","Mohawk (Blue)",,"Tundra","Parakeet (Yellow)",,,"Vipers",,,"Beak (Small)"
"Chia Friends #2757","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2757.png","Mohawk (Green)",,"Banana","Cucumber",,"Squint (Green)","Orange",,,"Carne (Green)"
"Chia Friends #2758","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2758.png","Flower (Yellow)",,"Swamp","Seal",,"Wide Eyes","Rainbow",,,"Snout (Hungry)"
"Chia Friends #2759","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2759.png",,,"Lilac","Seal","Eye",,"Cyborg",,,"Snout (Hungry)"
"Chia Friends #276","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/276.png",,,"Jellyfish","Starling","Hourglass",,"Rainbow",,,"Beak (Long)"
"Chia Friends #2760","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2760.png","Verdant",,"Grid","K32 (Jade)",,,"Seer (Jade)","2",,"Stoic"
"Chia Friends #2761","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2761.png",,,"Green Lasers & Stars","Broccoli (Purple)",,"Wide Eyes","Orange",,,"Ooo (Purple)"
"Chia Friends #2762","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2762.png","Flower (Red)",,"Gold Fish & Sparkle","Marmot (Red)",,,"Vipers",,,"Snout (Hungry)"
"Chia Friends #2763","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2763.png",,"Snow","Nighttime","Marmot (Red)",,,"Cyborg",,,"Snout (Eating)"
"Chia Friends #2764","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2764.png",,,"Sea Foam","K32 (Steel)","Crescent",,"Yellow","3",,"Intercom (Steel)"
"Chia Friends #2765","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2765.png",,,"Worm","Starling",,,"3D Glasses",,,"Beak (Long)"
"Chia Friends #2766","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2766.png",,,"Mint & Gradient","Cactus (Red)",,"Wide Eyes","Laser Visor",,,"Frown (Tan)"
"Chia Friends #2767","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2767.png",,,"Squash","Cactus (Red)",,"Wide Eyes","Enlightened",,,"Ooo (Purple)"
"Chia Friends #2768","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2768.png",,,"Seashell & Shimmer","Parakeet (Yellow)",,,"Enlightened",,,"Beak (Small)"
"Chia Friends #2769","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2769.png",,,"Worm & Gradient","Parakeet (Yellow)",,,"Red",,,"Beak (Small)"
"Chia Friends #277","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/277.png",,,"Thistle & Gradient","Parakeet (Yellow)",,,"Cyborg",,,"Beak (Small)"
"Chia Friends #2770","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2770.png",,"Emerald","Sea Foam & Sparkle","K32 (Steel)",,,"Green","2",,"Sad (Steel)"
"Chia Friends #2771","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2771.png",,,"Squash","Marmot (Brown)",,"Wide Eyes","Cyborg",,,"Snout (Small)"
"Chia Friends #2772","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2772.png",,,"Ice","Marmot (Purple)","Flame","Squint (Purple)","Red",,,"Snout (Sullen)"
"Chia Friends #2773","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2773.png",,,"Mint","Marmot (Purple)",,"Wide Eyes","3D Glasses",,,"Snout (Tooth)"
"Chia Friends #2774","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2774.png","Verdant",,"Monster","Starling",,,"Laser Visor",,,"Beak (Long)"
"Chia Friends #2775","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2775.png",,,"Gold Fish","K32 (Steel)",,,"Yellow","1",,"Sad (Steel)"
"Chia Friends #2776","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2776.png","Mohawk (Red)",,"Thistle","Starling",,,"Cyborg",,,"Beak (Long)"
"Chia Friends #2777","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2777.png",,,"Slate","Cactus (Albino)",,"Wide Eyes","Green",,,"Ooo (Tan)"
"Chia Friends #2778","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2778.png",,,"Cherry Blossom & Gradient","Cactus (Green)",,"Wide Eyes","Orange",,,"Frown (Green)"
"Chia Friends #2779","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2779.png",,"Fireball (Yellow)","Caribbean","Starling",,,"Blue",,,"Beak (Long)"
"Chia Friends #278","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/278.png",,,"Owl","K32 (Steel)",,,"Green","1",,"Jagged (Steel)"
"Chia Friends #2780","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2780.png",,,"Worm","Marmot (Red)",,"Wide Eyes","Orange",,,"Snout (Hungry)"
"Chia Friends #2781","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2781.png",,,"Worm","Cactus (Albino)",,"Wide Eyes","Purple",,,"Happy (Tan)"
"Chia Friends #2782","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2782.png",,,"quexington","Marmot (Gray)","Leaf",,"Green",,,"Snout (Hungry)"
"Chia Friends #2783","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2783.png","Verdant",,"Opaa & Gradient","Starling",,,"Red",,,"Beak (Long)"
"Chia Friends #2784","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2784.png",,,"Swamp","Parakeet (Yellow)",,,"Green",,,"Beak (Small)"
"Chia Friends #2785","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2785.png",,,"Cherry Blossom","K32 (Steel)",,,"Blue","4",,"Smile (Steel)"
"Chia Friends #2786","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2786.png",,,"Jellyfish & Gradient","Cactus (Green)",,"Wide Eyes","Laser Visor",,,"Smile (Green)"
"Chia Friends #2787","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2787.png",,,"Tundra & Gradient","Cactus (Albino)",,"Wide Eyes","Rainbow",,,"Frown (Tan)"
"Chia Friends #2788","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2788.png",,,"quexington","K32 (Steel)",,,"Closed","3",,"Jagged (Steel)"
"Chia Friends #2789","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2789.png",,,"Swamp & Gradient","Starling",,,"Cyborg",,,"Beak (Long)"
"Chia Friends #279","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/279.png",,,"Tundra","Cactus (Green)",,"Wide Eyes","Laser Visor",,,"Carne (Green)"
"Chia Friends #2790","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2790.png","Mohawk (Blue)",,"Yak & Gradient","Cactus (Ded)",,,"Zombie",,,"Yum"
"Chia Friends #2791","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2791.png",,,"Mint","Broccoli (Green)",,"Wide Eyes","Cyborg",,,"Ooo (Green)"
"Chia Friends #2792","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2792.png","Mohawk (Green)",,"Owl","Starling",,,"Orange",,,"Beak (Long)"
"Chia Friends #2793","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2793.png",,"Yoyo","Monster","Marmot (Gray)",,"Wide Eyes","Shades",,,"Snout (Drool)"
"Chia Friends #2794","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2794.png","Mohawk (Blue)",,"Squash & Gradient","Marmot (Brown)",,"Wide Eyes","Enlightened",,,"Snout (Small)"
"Chia Friends #2795","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2795.png",,"Ruby","Sand","K32 (Steel)",,,"Yellow","1",,"Jagged (Steel)"
"Chia Friends #2796","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2796.png","Flower (Red)",,"Squash","Marmot (Blue)",,"Wide Eyes","Blue",,,"Snout (Small)"
"Chia Friends #2797","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2797.png","Flower (Red)",,"Tundra & Watercolor","Parakeet (Yellow)",,,"Rainbow",,,"Beak (Small)"
"Chia Friends #2798","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2798.png",,,"Gold Fish & Gradient","Cactus (Green)",,"Wide Eyes","Vipers",,,"Ooo (Green)"
"Chia Friends #2799","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2799.png",,,"Gold Fish","Broccoli (Green)",,"Wide Eyes","3D Glasses",,,"Carne (Green)"
"Chia Friends #28","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/28.png",,,"Squash","K32 (Steel)",,,"Blue","2",,"Intercom (Steel)"
"Chia Friends #280","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/280.png",,,"Tundra","K32 (Steel)",,,"Blue","1",,"Intercom (Steel)"
"Chia Friends #2800","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2800.png","Flower (Red)",,"Flax & Glimmer","Cactus (Green)",,"Wide Eyes","3D Glasses",,,"Frown (Green)"
"Chia Friends #2801","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2801.png",,"Sparkles","Caribbean","K32 (Steel)",,,"Blue","3",,"Jagged (Steel)"
"Chia Friends #2802","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/2802.png",,,"Sea Foam & Glimmer","Cactus (Green)",,,"Orange",,,"Carne (Green)"
